,SquareFeet,Bedrooms,Bathrooms,Neighborhood,Price
27432,1541,3,3,1,209776.3990798983
31335,1689,2,1,2,115941.37961211044
43092,2493,5,1,0,255279.79159572488
25812,2404,3,2,1,370459.88320607366
8977,1955,4,3,0,256381.5462083229
17869,2265,4,3,2,349811.7465209408
47726,2146,2,3,2,289857.5254867244
21254,1209,4,2,0,137702.7577582845
16452,1601,4,2,1,242041.0522362849
36414,2020,5,1,2,213038.5699800628
13881,1939,5,3,2,235819.9615698729
19163,2019,5,3,1,257956.2552237104
1565,1887,4,3,1,281861.25455850514
37892,2415,2,1,1,283435.4409278904
22149,1717,3,3,1,119634.00729959288
26937,1258,4,1,1,153841.91336115758
19019,2645,5,1,1,267072.04767203506
12287,2592,3,1,0,249762.0602622414
25795,1447,4,2,2,182610.248733987
17661,1530,5,1,0,135606.326227166
44656,1972,5,1,2,166736.2378104448
24393,1296,5,3,0,196078.63237549755
47110,2202,2,2,2,172199.62712296526
23821,1292,3,2,1,168662.11200411295
48123,1717,5,2,1,149618.7800927593
30569,2293,4,3,2,274799.562074692
41222,2065,2,1,2,214110.4458090052
40252,1116,2,3,0,21580.3696480161
21753,1381,2,1,0,173593.72393590963
46514,1653,3,3,1,224541.3020881634
46244,1430,2,1,1,143246.55117672787
14767,1172,3,2,1,119740.62492920182
28554,2822,3,1,2,297770.67759718903
2002,1826,5,1,0,200778.2221278005
38649,2238,3,1,2,233628.5080309104
41391,1247,2,3,2,165491.4000383937
775,2718,2,3,1,246523.69977593367
40540,1935,4,1,2,246333.19857921905
39101,1909,5,2,2,230007.45392805335
28620,1347,2,1,0,109876.85695403634
983,2224,4,2,2,267938.9424322745
48938,1546,5,2,2,179316.09947066128
1388,2636,2,2,2,256038.37121715496
39440,1332,2,1,0,170745.52787306716
29384,1799,2,1,1,242648.1834707434
14161,1997,5,3,2,202229.15264909595
10455,1942,3,2,0,192700.86193810205
49937,1709,5,2,1,200341.2170643942
7292,2602,3,2,2,196553.91390566205
43867,1003,4,1,1,124530.12348442827
47490,2425,3,2,1,267409.618579862
42748,2946,5,1,0,257772.2729725064
1816,1236,2,3,2,190309.66811057957
22252,1393,5,1,0,206914.3909187279
139,2152,3,1,0,306839.62194227794
18732,1942,4,2,1,336015.44411111897
44673,2627,3,1,2,254854.860916534
37400,1592,3,2,2,143903.74256273647
9481,2570,3,1,1,179792.95493941268
45194,2828,5,2,0,373046.9498230652
14714,2044,5,1,1,274363.8198672426
32794,2307,4,3,2,277447.91780520807
5920,1337,3,1,1,145507.39334005187
46156,1224,4,1,2,177607.008009857
47048,2226,5,2,2,213168.8317965128
12288,1297,5,2,2,155041.8587634064
36432,2959,2,3,1,314593.5361373321
41856,1744,4,1,0,290097.7407929218
21444,2610,2,1,2,192752.4214098548
27312,2952,5,1,1,262652.1417837208
25708,1598,2,2,0,158668.02447201574
13544,2868,4,1,0,323168.0333413012
6587,1974,3,1,2,177977.229949468
38692,1676,2,2,1,141041.0183948308
23171,1366,3,3,2,192069.87408407257
19593,1244,4,2,0,193744.845322052
5691,2366,2,1,2,230682.372675571
23307,1086,4,3,0,40275.64666745359
1795,2523,4,1,2,330479.59720291896
27518,2835,5,2,1,297307.9924562042
5536,2695,5,1,0,266754.4048218928
27028,1927,2,1,2,237123.52994932985
24532,2220,5,1,1,310318.535824273
33529,1551,4,2,1,251179.31826361845
20935,2040,4,1,2,239694.35297650503
48068,2109,3,2,0,236145.065078252
48257,1243,3,3,2,159441.470867297
32716,2132,2,2,0,287172.8045348999
8875,1014,3,2,1,154885.5115550252
4624,2302,5,1,1,190057.0870725692
7650,1725,3,1,0,163922.60088976286
455,1959,4,3,0,244916.4657968306
12252,2281,3,2,1,229572.1606969766
14145,2974,4,2,1,344914.6268122586
16307,2708,5,2,1,301978.7352913619
33120,1278,5,3,2,75043.57499841509
30698,1744,3,3,2,190326.4117369628
19124,2126,4,2,1,201234.1232527223
10828,2487,2,2,2,345897.1905132722
11986,2153,4,3,1,162402.0751714297
12091,2285,3,1,1,208710.02096464383
22738,2699,2,3,0,280755.94928846566
44962,2651,4,3,0,417590.1593028969
3035,1009,5,3,0,110870.70487304396
17522,1734,3,2,0,103775.6989131448
34075,2499,4,1,0,189260.40754250225
1614,1243,3,1,2,208676.2656094653
12257,1224,4,3,2,140546.76280853906
14660,2220,5,2,2,288451.3704838233
46138,1612,3,3,1,165246.95270953304
6175,1821,5,3,2,189055.94481946796
119,2772,3,2,2,284985.43569363654
29864,1097,3,2,0,187309.64190855584
26984,2275,4,1,2,161782.73912440578
13209,1224,5,2,2,197930.93174767276
44622,2672,4,2,1,326512.8720997613
2042,2184,4,3,1,209562.62001083585
42333,1113,5,2,0,155343.6764636373
21949,2708,3,1,2,292839.3418747781
22730,2465,5,3,0,276832.41620357026
33883,1446,2,2,1,150044.08293209475
38254,1531,5,2,1,260658.99151729068
28509,2981,3,1,1,392966.9634674205
9533,2744,4,2,1,227652.7197327724
46652,1310,3,2,1,229543.9600911772
21790,2101,4,2,0,138056.97078419384
19603,2467,3,1,1,214151.2977782005
42221,1460,2,3,1,143167.5513290646
41226,2642,3,3,2,254616.75789562945
48927,1515,2,2,0,230917.4477052238
21204,1359,4,2,1,175891.0806936089
5710,2551,4,1,2,280226.906599381
48478,2138,2,3,0,232976.58579283
33341,2112,3,1,0,172118.91796052735
20503,1874,2,3,1,221286.78048057336
34336,2538,4,3,1,385958.07163614535
37960,1914,5,3,0,235336.308484426
19245,1335,5,2,2,104611.2759411198
37859,1747,4,2,1,128458.63360321168
32859,2775,4,3,0,300479.4506091908
8714,1539,3,3,0,239890.6743273785
33448,1791,5,2,2,138735.65480155725
22623,2709,3,3,0,198354.09187060755
1276,2493,2,1,2,271473.4355612747
10363,2598,2,3,2,310744.20055831043
48160,2625,2,2,2,346166.34312184615
29666,2591,2,3,2,302614.9051589648
16052,2700,4,3,0,253350.6318400776
2216,1972,3,1,0,254715.61268018663
27770,1528,4,2,1,86964.1888905791
39746,1502,3,3,1,188184.34754968985
2010,1994,5,3,0,220428.36603157985
37059,1627,5,1,2,267414.5350420128
48441,2967,2,3,2,391024.1808959186
37666,1847,2,1,0,260576.23325042453
22908,2400,2,2,2,203845.65418634997
15896,2732,3,2,2,220885.70920070287
23939,1515,5,3,1,203434.19703609776
14229,1037,3,3,1,224816.9852914068
49979,2308,3,3,0,290933.1394751814
8644,2141,2,1,2,163017.57917892668
27106,1986,3,2,0,191431.8093341486
36278,1620,2,3,1,218895.185695474
5167,1539,3,1,0,194916.29039770452
48889,1251,3,1,0,86397.72170234716
8840,2664,4,3,2,278220.3741081112
18856,2954,4,2,1,338065.5057751456
33307,1360,2,2,0,140833.39103856112
16822,1398,3,2,0,175551.50958602008
37924,2402,2,3,1,279109.3726811135
15493,1622,2,2,2,186106.14007413897
43411,1476,2,2,2,161920.00445249528
46924,1387,2,3,2,193209.7914287453
15889,2377,2,3,1,312362.33796041104
38294,2384,5,3,0,294412.50394280464
32096,2829,2,2,0,240694.21866626656
46161,1225,5,1,0,212261.21913773296
8926,1548,3,3,2,257526.02215055947
28722,1690,3,3,0,189264.22996818024
24405,2615,5,1,1,200595.11750022147
34425,1917,4,1,0,268949.331629149
49121,2452,2,3,0,279498.8478829472
15681,2384,2,1,1,176295.94884325698
26535,1659,2,1,0,259571.5884081194
28726,2350,2,1,1,231003.51562212955
27086,2208,3,1,1,257733.23818687373
28745,2534,2,3,1,254557.2835871497
4174,2500,3,1,0,306038.31930251187
17817,2116,5,3,1,286436.14391950995
20617,2648,4,3,1,217633.4521807576
22850,1171,5,1,0,129238.16468665715
26246,1500,3,1,0,170527.32605221093
43513,2192,2,2,1,241621.0319700873
11159,2614,3,1,1,252511.96388969632
15979,1952,4,1,2,188059.2025655302
33329,2951,2,2,1,335187.0767044144
37614,1476,4,3,0,94188.89170116464
28303,1305,2,3,2,142201.02928606237
27906,1396,4,2,2,211703.29017167876
12785,2627,5,3,1,352421.5011974116
19444,2823,5,1,0,370667.4460969007
10392,2261,2,3,2,238966.8930777892
31787,1551,4,3,2,210950.8683297405
14603,2135,3,3,0,201137.56714537868
871,2350,4,3,0,308213.8830350051
3582,1891,2,2,1,186482.02437508863
4713,1556,5,3,0,151908.09291089242
41939,2084,5,1,2,162429.97412616608
17908,1216,3,3,1,137504.5611341368
990,1908,5,3,2,207714.8483576871
27632,2429,4,2,2,194262.3502025348
47265,1337,2,2,1,106771.35572359338
122,2076,3,2,0,184051.98271688656
45047,2706,3,3,0,323840.4004184921
41473,1427,2,2,2,158241.83911191
43636,1663,3,2,2,170233.05454079813
9102,2455,3,3,2,256663.8898039272
48916,2526,3,2,0,267297.4603289612
3210,1455,3,2,0,162943.93530814047
44428,1119,3,2,1,108376.12908119588
19117,1631,3,1,0,200594.97443833345
2075,2262,2,2,2,294834.8799264321
25650,2634,4,3,0,289591.2426808438
23518,1862,5,3,2,303568.95382647443
18930,2818,5,2,1,373740.1195763185
36855,1981,3,1,1,211794.479826448
18916,2874,4,2,2,303750.377945695
42516,1548,2,2,1,145820.7787085458
47126,1836,3,1,1,166262.1667112325
24977,2500,5,2,0,308080.0682010446
27112,2015,4,1,2,232757.55187128016
26938,1651,3,3,1,200998.2191556917
12336,1975,2,1,2,251911.34205993236
13637,2973,2,3,0,307958.2492335608
48098,1939,5,3,0,176212.51486136933
34108,1083,3,3,2,80348.07441553906
14733,1472,4,1,1,160690.84722479005
40155,2875,3,2,0,273964.35772016
13139,2360,5,2,2,295393.95711269503
34483,2106,2,3,1,275723.1088549165
11511,1105,2,1,0,108704.74911766648
17362,1112,3,1,2,181199.64551837163
26694,2101,4,1,1,287935.5459517507
36018,2716,5,3,1,299841.8246125776
41261,1637,5,2,1,235732.51181601535
29437,1067,2,3,2,155371.41970550537
35661,2360,5,3,2,264898.0838375312
10853,1470,4,3,1,199778.3282826217
31925,2021,5,1,0,227771.27923389588
40467,2362,2,2,1,297730.0059752787
15133,1433,4,3,0,226761.39796493764
29217,2397,2,3,1,269714.5385783274
1995,1628,4,3,0,181075.0930425312
11905,1768,2,2,2,149577.76966348413
24533,2560,3,1,1,326779.5434980356
10807,1478,4,1,1,217167.9174339374
47616,1433,3,1,2,179956.6439380036
31144,2314,5,2,1,234484.6801411853
16607,1256,3,2,0,141255.90015826325
10660,1991,3,3,2,274119.6392242726
7596,2253,4,1,2,241487.04100966363
14745,1891,4,2,0,248624.55350078412
1663,1560,5,2,2,184069.94657349624
12640,1176,5,2,2,173179.90002747852
28924,2194,4,1,2,301852.59696979664
30805,1578,3,3,1,226922.74140617807
9564,1343,2,3,2,128689.55494000467
35386,1314,3,1,1,279854.1766406982
26424,1090,4,1,1,197189.22103314512
26847,1164,5,3,1,102119.06027001944
7003,2830,5,3,2,318526.60564657534
30358,1820,2,2,2,167580.68092715566
48518,2614,3,1,1,388946.8126705753
42185,2282,3,2,1,239716.27841066645
4454,1729,4,3,2,192838.1298401199
16143,1519,4,2,1,102236.89459481931
35016,1104,2,3,2,185236.91944611137
8106,1042,3,3,2,123914.69474601664
19634,1080,3,2,1,138678.43224095664
7064,2822,3,2,0,189464.59322112304
18464,1877,5,3,2,198466.7906044521
43042,2936,5,1,1,284130.9514521542
27204,2626,2,2,2,329106.4596208048
49575,1396,3,3,0,122363.54096523968
24279,1048,5,1,0,109534.74126269796
19604,1327,2,2,2,139182.5220089163
12470,2676,4,2,0,256542.679277046
48318,1855,4,2,1,184647.22470488472
22790,2524,2,2,2,299189.5023991557
34879,2039,3,2,0,204836.1946594797
2392,2797,5,2,2,239695.2571861724
1521,1843,2,2,1,180011.65446981858
13996,1933,5,1,1,258994.096665464
29002,1972,5,3,2,226744.33520884064
9756,2532,3,2,2,355924.9441556546
16996,2365,4,1,2,245636.68824535457
15812,1207,4,2,2,135725.18066024422
23276,2298,5,1,1,236408.9676652305
10613,1317,5,1,0,104235.05335818588
25899,2383,5,2,2,319109.0917849048
30965,1218,2,3,0,68337.35812757372
40629,2953,3,2,0,382578.0887761501
45087,2271,4,2,0,281561.7192440233
46990,1540,3,3,1,211310.10419496577
42386,2649,3,3,2,220262.43028430568
45793,2778,4,2,1,335896.29092116863
38943,1893,5,1,0,237735.22462525297
40121,2060,2,1,1,204675.0319902289
6941,2943,3,3,0,281873.6180638611
1872,2599,3,1,2,246870.69042065265
25347,1403,2,3,2,202640.22070869908
24081,2602,3,1,0,182991.2072111087
13850,1010,3,2,1,66955.73425360733
18023,2314,3,2,2,273765.5591873647
33851,2673,3,1,1,294931.30275469454
8822,1428,4,2,1,271615.3455014652
43161,1521,3,2,0,189542.37807142336
25070,1656,5,1,1,144029.3127954419
33641,1685,5,2,0,160037.99886173138
36626,1413,4,1,2,197252.9783895262
6258,1413,2,1,1,237628.72852212613
28797,2629,4,1,2,341534.2866658016
21618,2918,2,3,1,309865.7784528893
19962,2262,2,3,1,233109.93893445763
11568,1703,3,3,1,221052.2353024821
3728,2093,5,2,0,309180.0719206039
12389,2015,5,3,0,310837.25853304594
34520,2688,2,3,0,301462.0843888508
9928,2975,4,1,2,311652.5428623465
22941,1724,5,1,2,204861.47696714755
47572,2210,4,1,2,285104.2865774441
15013,1194,3,1,0,117830.98737460372
11868,2788,2,2,1,322101.894358827
40967,2577,4,2,1,261770.13511637817
6154,2649,5,3,2,247283.03348299736
12320,1821,3,3,1,252366.5050513955
32977,2554,4,1,1,235426.56610427235
10864,2599,5,3,2,289841.018364242
16808,1386,3,3,2,134661.14213275097
33221,1043,5,1,0,132112.6547515172
41006,2115,2,3,0,254562.59101341703
2658,2666,2,2,2,226809.61559522589
21433,2901,4,1,2,294602.5004002735
33696,2865,4,2,1,366987.5300831649
6984,2754,3,1,2,245619.5048599808
43467,1927,3,3,2,304455.1992067868
42591,1318,5,3,1,96713.30093065668
39846,2551,2,1,2,273652.46582730784
1312,1349,4,3,1,69051.27590717527
27276,1967,2,1,2,221406.28566236736
28750,2604,2,3,2,263003.8949899075
15717,1025,2,3,2,111335.65211186431
7730,2354,4,1,1,242161.28527485373
34711,2955,3,2,0,317617.41363763873
18759,1073,3,1,2,140616.43058112077
36071,2003,4,1,0,209458.43410319704
27356,1391,4,2,0,231392.72306366364
8026,2363,3,2,2,270724.24587922485
2154,2043,4,3,0,222081.51243468397
30036,1766,3,3,2,294298.57172685023
7849,2010,3,3,2,276395.5629297861
4956,2151,2,3,2,219018.0551227873
39837,1370,3,3,1,143113.31783256613
21212,1213,3,3,1,135314.16404465758
25595,2043,2,3,0,268565.0112353541
27125,2151,2,2,0,204558.11433703455
17089,1301,3,3,0,192231.1349252686
3252,1489,3,3,1,177247.89201046806
30188,2389,5,2,2,263890.30574846204
18477,1159,2,3,1,183198.3007582816
1149,1110,5,1,0,200784.71409593563
40438,2921,2,3,2,304783.6279823939
25420,2602,3,3,0,214246.3142867629
38767,2594,4,3,2,248510.6182083501
36431,1572,3,2,0,68116.59249424736
30186,2103,4,3,2,308486.2928733773
26528,2654,2,2,0,358668.98195587995
47450,1108,2,3,0,182865.12211438757
31064,1481,4,1,1,232051.3187302604
36267,1370,3,2,0,131704.11701198932
35287,2731,3,3,0,270538.86965119024
12489,1391,5,3,1,164719.0707718365
1306,1623,5,3,0,257388.34095138847
9547,2238,2,2,0,262170.3496903519
1982,2311,3,1,2,204976.8019917945
21671,2230,4,1,1,291441.69734351314
34256,1865,4,1,1,294919.1185429755
1029,2633,2,2,1,296127.9756572241
6906,1038,5,1,1,121576.97248673256
39578,2957,3,3,2,307784.4286005664
14088,1286,2,3,2,165641.6404965867
1731,2252,2,2,2,163743.65854875435
33919,2036,3,3,0,169920.90489802576
29246,1459,4,1,1,160945.44382272637
31741,1467,3,2,0,224795.78361631604
15072,1623,2,2,0,227215.21912098333
12348,2797,5,2,1,314000.35311194777
30044,2518,3,1,0,243554.0638128296
12084,2181,3,2,2,216580.34364578265
34676,1840,2,2,0,190380.43181534635
2079,1920,4,3,2,190765.86078279425
18862,1961,5,2,1,176258.2913986853
10873,2026,4,2,2,210275.9811036247
32899,1847,2,3,1,190755.5012924388
38079,2508,4,2,1,269112.7192757794
43287,2825,4,2,2,246447.9184293613
44733,1570,4,1,1,201063.2341176425
30920,1079,4,2,2,172882.67347541288
39399,2970,5,3,2,358746.918662433
6225,2837,3,2,0,331722.02103560395
4755,1067,5,3,2,158226.116137376
16244,1342,2,1,2,149644.12380710084
14069,1549,3,2,1,186995.54142620717
17324,1761,2,1,0,175388.42065111396
40621,1209,5,3,0,147086.48685196284
4467,1141,4,2,2,81558.90790407405
3165,1661,5,3,2,273609.88102912303
9811,1546,5,2,2,118331.7485445441
40327,1914,3,1,2,219001.76774369867
25610,1962,2,3,0,219683.33393438437
44572,1716,3,3,0,235559.31670110495
14068,2543,2,3,2,247253.5199099244
39074,1907,3,2,1,191358.78870767885
48935,2395,4,1,1,243574.3913378655
12074,2422,2,2,2,266705.5036859094
21837,2074,5,1,1,238530.71230203388
19901,1689,4,3,2,188462.81878305844
46265,1083,3,2,0,144625.69772997368
49842,2638,5,3,2,292434.75184348505
49850,1593,5,2,2,190971.1485954594
43025,2341,4,3,0,247030.8311188347
1142,1204,4,3,0,216805.1691265378
7455,2232,2,1,1,267089.9585322739
45036,1221,2,3,0,153581.36843900953
21871,1210,4,3,2,96198.83897124795
48537,1387,5,2,2,157217.72814848338
1919,1153,4,3,0,136266.53145421267
10147,2204,4,1,0,231820.81412772197
44815,1193,5,1,2,129221.81723030112
32536,2627,3,3,1,218176.230533592
45482,1649,3,2,0,202469.21921077283
48358,2924,2,3,0,342089.5110318978
25145,2596,3,3,2,442623.93604448944
29376,2797,2,1,1,227665.98626081995
39835,2026,4,3,1,283339.3860852381
13271,2088,4,3,1,250865.29201876817
38954,2914,2,3,0,255304.7233396974
26015,1112,5,2,1,142518.01218572355
17910,2147,5,1,1,203439.69778494435
22182,1282,2,1,0,169843.60171172355
2169,1780,4,3,1,198479.85800101672
23775,1521,3,2,0,178059.15337346593
17692,1355,3,1,1,153843.8871024977
45610,2999,4,1,2,316435.61715860094
33082,2654,4,3,2,267573.9688745914
28696,2729,5,1,2,263708.1464721771
13570,1351,2,1,1,99303.73780070104
25712,1974,3,2,0,197717.90858250295
3685,1448,2,2,0,189605.2787544329
6610,2614,5,2,2,359110.56634997216
45872,1146,4,3,1,64728.73326735402
38296,2567,4,1,1,253487.5592129661
9383,1852,5,1,0,238750.70705834692
31654,1302,2,2,1,122886.1261962456
19257,2396,2,1,1,199370.7688080713
37310,2164,4,2,0,168509.7897499387
1202,1238,2,2,1,107985.10326868524
35983,2309,3,2,1,246746.22269665403
8740,2612,3,2,2,306276.99432768417
3200,2271,4,1,2,239165.5258721379
17605,1545,5,1,1,122022.8218173407
44488,2239,5,3,0,243705.36430430663
41532,2570,2,3,1,299974.12437935657
44679,1866,5,2,1,225094.4849124481
19509,2939,5,2,2,313733.2017669684
20578,2219,3,2,0,264188.41043165047
39452,2478,5,2,1,184347.1695232221
38944,1956,3,1,0,239461.1047148436
34507,1875,3,1,2,160810.746271338
42651,1705,3,3,1,212267.61748692076
26192,1869,4,1,0,167490.47334412902
382,1815,3,2,1,161315.08881199546
37476,2543,4,3,2,304825.3203941666
14148,2240,5,3,0,236627.23078530352
28754,2085,3,2,1,259587.39999047192
18139,1567,2,1,1,142124.2716006735
20152,2330,2,2,0,244971.63799866103
5628,1835,4,2,1,130818.50476191564
49830,1835,3,3,0,361884.810316275
2886,2388,2,1,2,260870.0683376229
5537,1600,5,3,0,173378.20878867482
8319,1078,4,3,0,96051.88395170755
41903,1807,5,1,2,167454.24209925276
48076,1043,5,3,0,128904.87276787448
23508,1884,5,1,2,209676.61448907343
12815,1931,5,2,1,135974.823237927
43767,1845,3,3,2,179906.56242074436
29608,1238,5,1,0,107354.85125148633
5196,1620,3,3,1,178342.27428343554
4684,2502,3,2,2,211052.6049860581
31456,1913,2,3,2,229491.51675869507
2655,2269,4,1,0,225212.07431351536
39657,1506,4,1,1,157596.82022726792
48522,2406,5,2,2,247672.2022767208
19979,1124,2,1,0,35936.28028500006
2735,2144,5,3,1,182912.5006374202
39794,1229,2,3,1,143452.09761391222
45635,1288,2,2,1,201032.8260079437
27149,1517,3,3,2,204499.84787008044
837,2866,2,1,0,274487.713034125
12900,2875,4,2,1,367439.64248032914
2754,2905,3,3,2,302307.3355801054
23517,1479,5,2,1,155145.65555981363
23432,2364,5,3,2,255882.59873355908
34669,1864,5,3,2,270763.3385434945
17233,2835,2,2,1,239177.8030603081
24558,2106,3,1,1,214704.4644423721
26274,2492,4,2,1,383758.0028884794
7410,1818,5,2,1,245467.90427305803
36346,2795,5,3,2,318762.9237818097
10017,1111,2,1,1,152597.61675151886
46759,1838,3,2,1,227563.65450983727
24994,1916,5,3,1,264324.1297285041
3388,2651,3,1,2,353686.6049671525
45201,2563,4,2,1,229994.42911161223
11176,1546,3,1,0,209891.6506475549
2437,1898,5,3,0,214380.94145792737
27791,2893,4,2,0,251507.007466496
24082,2558,4,1,1,247368.82509961247
19395,1533,2,3,0,129517.65948598569
16370,1718,2,3,2,162500.39245208882
34790,1638,5,2,0,161561.52689380437
20554,2816,3,1,1,291433.39453000214
12891,2707,5,1,2,248317.797882194
31786,2892,4,3,0,277610.16594959085
21008,1339,2,2,1,235434.49186446535
43871,2063,4,1,1,271026.766977622
40343,2784,3,2,1,376515.41742619744
30215,1885,2,2,2,87169.36975234709
1514,1014,4,1,1,122023.28369530653
32175,2377,3,2,1,284666.17948616605
24955,2247,5,1,0,256056.0932173413
6458,2530,4,1,2,294923.3235921974
30890,2981,3,3,0,308306.59999638336
9788,2410,3,3,1,231514.2384499234
13828,1323,4,3,0,133120.72942221258
44792,1395,2,2,1,109728.06422781876
29382,1733,2,1,1,273824.0703829106
5096,2960,5,1,0,299961.8220235842
40966,1492,3,2,2,136171.93310615007
41660,2094,3,2,1,259041.4642574818
26450,1422,5,3,2,139927.9491593548
28364,2542,5,3,1,258661.1487344649
361,1262,3,3,0,189650.20106156013
44127,2781,4,1,1,340647.50935774605
28336,1018,3,1,1,208840.2163484778
16305,1815,4,3,2,271168.42346130754
16855,1770,5,1,0,182113.0172122628
7309,2977,2,2,0,321248.3405595739
49968,1237,5,3,1,46401.07175573871
45620,2146,5,3,2,114908.62235120693
43489,1029,2,3,1,152091.9002443881
13074,2210,4,2,1,281001.23674919514
30613,1900,5,1,0,155607.684470019
13995,1865,3,1,2,228890.53102069997
2348,2669,2,3,2,213480.5669842685
4472,2847,5,1,0,262925.8906679432
4212,1337,2,1,2,145134.33625728253
27762,1461,2,1,1,204518.68133720075
5351,2515,4,2,1,227057.21340807748
4640,2053,3,2,0,191672.38928633757
20426,1966,3,2,2,260959.70820378908
22830,1245,5,1,0,167679.72840249693
24335,1366,2,1,0,153850.53939287018
36982,2090,4,2,2,305057.9870508211
27593,2403,5,3,0,224080.62261305368
4476,1997,4,2,0,262963.95370192913
38045,1684,3,1,1,121920.28489907522
7721,1893,3,1,1,163192.9957999027
28348,1655,5,1,1,228706.1060196797
28856,1918,3,3,2,152681.68811016512
18605,2071,2,1,1,253896.92512169736
41655,1494,2,3,2,40561.057290391065
34354,2937,2,2,0,293107.88307347527
13838,2215,4,2,2,166775.78532248037
41478,2999,5,2,2,332031.85341928195
15123,1023,3,1,2,175849.5658851211
24886,2737,2,1,2,276309.1037707832
16909,1043,4,1,0,144913.94421094662
17977,1521,3,3,2,101146.73709490828
15438,1608,3,3,0,131361.18167583412
17488,2063,4,2,0,199730.50533266415
7109,2497,5,2,1,340800.38367068174
40477,2778,3,1,2,371615.52151215647
37602,2114,3,2,1,272818.36832479376
8988,1216,5,3,2,249180.37033208527
37049,1788,5,2,2,232192.54658405657
33300,1273,4,3,0,116845.74454685811
3957,2622,4,1,1,178378.5109221263
5916,1759,3,1,2,165467.43428075232
38904,1082,3,3,2,178980.3861744522
49232,1537,3,3,0,210804.37736035063
10705,2371,3,3,0,253420.3217559085
32165,2153,3,3,0,311397.8993744548
42546,1928,2,3,1,218383.61245947695
44506,2529,4,3,2,342420.7383846425
10106,1188,3,1,2,87845.3776628944
47792,1937,2,2,2,158194.842245674
26541,2714,4,2,0,212832.84933697432
36359,2418,2,3,1,216415.2573892131
27483,1646,3,1,2,165496.5786734061
12844,1848,4,1,1,233654.1566342876
11405,1810,4,1,1,195947.5716401856
46604,2822,5,3,0,316689.26339500834
9864,2785,5,2,0,297671.13302030554
20999,1895,3,2,1,89983.14717986366
10762,1415,5,2,1,105400.24520326722
10039,1484,5,1,2,171685.20169526397
32055,2915,2,2,2,412460.174210261
42408,2415,4,3,1,244955.68059247316
47731,1427,5,1,2,226979.65925132885
36872,1366,2,2,0,201398.7766192673
26021,2987,2,2,2,219841.3256130903
18123,2711,4,1,1,283400.5751254007
17292,2425,2,2,2,189242.03853787025
31919,1220,4,1,0,137889.72539913296
33355,2082,2,2,1,278852.43581921107
22426,2226,5,3,0,156092.76628836576
1678,2328,4,2,1,217604.86344372208
18874,1220,3,3,0,130611.65466984772
92,2413,2,1,2,152037.88283583574
35712,2194,3,1,1,184159.628603182
14666,1771,4,3,2,240727.5555890317
3918,2836,3,1,0,325137.92978698824
44911,2250,3,1,2,277073.534366491
29197,1460,4,1,0,199246.67559330305
12053,2977,4,3,2,405763.4610860496
49414,1091,3,3,1,277074.9289257184
20913,2793,4,1,1,302258.0402522555
20266,2696,4,3,2,289846.6650985785
34324,1568,3,3,1,161301.0644666698
49946,2605,2,3,2,251137.98723650243
44501,2819,5,2,1,246481.32798155677
3894,1724,2,3,2,161809.1949011603
2253,1190,3,3,0,220711.41145642332
13215,1993,2,2,1,265121.7728481435
2393,2682,5,1,2,229062.9100718734
3784,2901,2,3,2,470989.6790739138
24708,1792,3,3,2,239440.3777995172
1293,2975,5,2,0,230128.1482991742
40595,1573,2,3,2,156710.83046467125
5740,1152,4,2,1,94657.04313443675
89,2411,5,1,0,337645.67623531295
29915,1686,3,1,1,145764.45947354278
8035,2681,5,2,2,347259.9597192857
32338,2003,4,3,2,194380.7621173452
46590,2643,5,1,2,237572.85675829087
49800,1349,3,1,1,139739.86588617734
33434,1422,3,2,1,205182.69865088648
12671,1783,5,3,0,196274.39319619775
26832,1977,4,3,2,247740.63587921672
25749,2036,4,1,1,202615.8663263031
16201,2833,2,3,1,238069.3971826682
43210,2351,5,1,2,218077.4384921451
39177,2734,2,3,1,290170.03962031915
25621,2852,4,3,1,230377.01812173525
21495,1007,3,2,1,116779.03197647596
53,2590,5,2,1,328501.8015463275
21342,2991,4,3,2,335394.2413594397
30264,1475,5,2,1,114923.77571230778
5489,1592,3,1,0,233823.45785276743
5915,2500,5,2,1,355163.28579095006
38411,1363,2,3,0,60744.51864073399
22192,1425,3,3,2,268175.8548568113
20849,2404,3,2,1,275219.8379660902
47507,1342,5,3,0,170111.47044970642
42133,2245,2,3,1,300016.66816701274
17392,1702,2,2,0,171329.22310744436
38338,2849,5,2,2,377276.178764221
35105,1744,3,3,0,167275.0620323615
32701,1004,5,1,0,80593.19509219963
310,1122,3,3,1,148324.403196361
1887,1010,2,3,0,153827.03029393585
37005,1237,2,3,1,153160.9311738307
13261,1379,4,3,0,194521.8237003862
1247,2906,5,3,1,287991.18818528164
25240,1856,5,3,2,325621.35912356875
17854,1720,3,3,1,227282.6149039794
29991,2206,5,2,0,357062.6190461984
45867,2871,4,1,2,380392.2629722622
25970,2018,4,2,2,275679.5239046439
875,2827,4,1,2,350242.8684402716
44924,1415,4,2,0,101189.7529206345
7630,2235,5,3,2,356364.80488115887
11287,1681,5,3,1,177530.70807499372
13644,1032,3,3,0,156233.7227173217
12256,2372,5,3,2,243557.00700368188
41458,1848,4,2,0,260023.1707391579
41745,2387,2,2,0,194204.8303953919
22332,2837,3,3,0,289816.62852467806
39988,2712,2,1,1,241146.3993556324
